Actual_r1,Predicted_r1,Actual_r2,Predicted_r2
-0.97469413,-0.872305,-1.2441251,-0.72042924
-0.08618615,-0.022301704,-0.27572414,-0.3503898
-1.0457575,-0.4075269,0.5078559,0.13584507
-0.30980393,0.08210175,-1.2218487,-1.0946081
-0.15739076,-0.23525274,0.016197354,0.006093636
-0.17392519,-0.49185467,-1.9586073,-1.2137617
-1.30103,-1.2408413,0.10720997,-0.1810087
0.23044892,-0.81376797,-0.08092191,-1.2199926
-2.0,-0.809031,0.40312052,0.04011775
-0.537602,-0.72144383,0.4116197,0.07164267
-0.4710833,-0.41784185,-0.29073003,-0.2774319
-0.24412514,-0.2474097,-2.0,-1.3621948
0.12385164,-0.12726861,-0.107905395,-0.012529608
-0.30103,-0.34735894,-0.35654733,-0.48710147
-0.82102305,-0.8160982,-1.8239087,-1.0724717
-0.23657201,-0.3029216,-0.35654733,-0.40843806
-0.07675598,0.0047414154,-0.15242735,-0.16695984
-0.82390875,-0.59545255,0.2787536,0.23521155
-1.0457575,-0.8066155,0.43136376,0.1889969
-0.20065945,-0.16290699,-0.04095861,-0.036388896
-1.0,-0.97393453,-0.79588,-0.95030814
-0.35654733,-0.17588246,0.42488164,-0.20302077
0.14612803,0.025697857,0.14612803,-0.1918988
-1.154902,-0.76415515,0.79726756,-0.18867606
-0.4685211,0.32855564,0.65030754,-0.70228523
-1.30103,-1.5085367,-0.43179828,-0.19266838
-0.9788107,-0.85169125,0.4065402,0.096652836
0.026369812,-0.23972991,0.004321374,0.015148744
-0.1210954,-0.18347013,-0.037788562,-0.10898569
0.161368,-0.22367615,-1.769551,-1.4876645
-0.5316527,-0.51578283,-1.853872,-1.4434563
-1.69897,-0.66435313,-1.0,-0.5942735
-0.22184876,-0.39585108,0.22271647,0.07477029
-0.36653155,-0.25727695,-0.026872147,-0.048239812
0.033021446,-0.28895307,-0.01976931,-0.2507943
