Actual_r1,Predicted_r1,Actual_r2,Predicted_r2
-1.1023729087095586,-0.008183844645705842,-0.6556077263148893,-0.8086205599983777
-0.11918640771920865,-0.42172907901314005,-0.2218487496163564,-0.17035789363995565
-0.26760624017703144,0.11462886163445843,-0.5030703519267851,-0.7025400269410216
-1.0555173278498313,-0.996855545381621,0.22010808804005508,-0.4332830934293985
-0.4736607226101559,-0.24150996974888617,-0.26042765554990804,-0.35936430796429275
-0.3098039199714863,-0.32757323369802904,-1.6989700043360187,-0.4332830934293985
-0.6989700043360187,-0.5350226658216364,-0.585026652029182,-0.35936430796429275
0.13353890837021754,-0.100015168880228,-0.3010299956639812,-0.26833248607423443
-0.014124642691606345,0.06871053974443078,-0.5940278961439724,-0.723294425749895
0.09342168516223506,-0.11674932433022767,-0.549750891680639,-0.5467289669483648
-0.7958800173440752,-0.3779125170176478,0.4487063199050799,-0.17035789363995565
0.367355921026019,0.12341212731548007,-0.549750891680639,-0.9781526872792611
-0.40340290437353976,-0.0820415610432841,0.12872228433842678,-0.3615489211432674
-0.14874165128092473,-0.21871866894066952,-0.22914798835785583,-0.723294425749895
0.27184160653649897,-0.08061399370712821,-0.5934598195660449,-0.1952349625853835
-1.5228787452803376,-0.9815306514623914,-0.3467874862246563,-0.35936430796429275
-0.23657200643706275,-0.7487613912108604,-0.8239087409443188,-0.21100569848551473
-1.136677139879544,-0.6535493865500058,0.4099331233312945,-0.3004911853453706
0.4099331233312945,-0.720694563012605,-1.2218487496163564,-1.5378358633006646
-0.25181197299379954,-0.2566115935746812,0.8135809885681919,-0.3615489211432674
0.3979400086720376,-0.6651232923344463,-0.638272163982407,-0.4332830934293985
-0.42021640338318983,-0.3318866236748615,0.541579243946581,-0.05453713794364971
-1.4749551929631548,-0.3318866236748615,0.9087530191845338,-0.05453713794364971
-0.5086383061657274,-0.8347052697449143,-1.3979400086720375,-0.4429473943782723
-1.3010299956639813,-0.525923978222928,-0.1938200260161128,-1.190791807271031
-0.2672043017106709,-0.525923978222928,0.013047996115231662,-0.15314059244570646
0.541579243946581,-0.32757323369802904,-0.42021640338318983,-0.35936430796429275
0.4471580313422192,-0.6443573872064495,-1.6989700043360187,-0.3127687207591997
-0.6556077263148893,0.11096841744944852,-1.1023729087095586,-0.5467289669483648
-0.46852108295774486,-0.26221955505874794,-0.42021640338318983,-0.5467289669483648
-0.22914798835785583,-0.6664351920187987,-0.37675070960209955,-0.05453713794364971
-0.3098039199714863,-0.8345271574885335,-0.9208187539523752,-0.15314059244570646
0.07212730213439363,-0.3318866236748615,-0.07606552894781868,-0.05453713794364971
-0.21467016498923297,-0.2199179423466827,0.06069784035361165,-0.15314059244570646
-0.3372421683184259,-0.11674932433022767,-0.05551732784983137,-0.6077094547828534
-1.6989700043360187,-0.8779243886852116,-1.0969100130080565,0.12422491759462886
-0.060480747381381476,-0.6146853168698073,-0.20760831050174613,-0.05453713794364971
-0.6989700043360187,-0.6790071581334365,0.3344537511509309,-0.4429473943782723
0.15836249209524964,-0.6146853168698073,-0.07417242537525769,-0.05453713794364971
0.6394864892685861,-0.33461555931387005,-0.8013429130455774,-0.7830462911810199
-1.0457574905606752,-0.3573964688422143,0.04139268515822508,-0.3004911853453706
-0.7851561519523022,-0.996855545381621,-1.1611509092627446,-0.35936430796429275
-0.4814860601221125,-0.4844579875106875,-0.14874165128092473,-0.6331983400521082
-0.9208187539523752,-0.3831536839443894,-0.16115090926274472,-0.6331983400521082
0.07554696139253074,-0.1993488633416731,-0.585026652029182,-0.15314059244570646
-1.8386319977650252,-0.8345271574885335,0.5581083016305497,-0.6795843212657995
0.4416951356407171,-0.996855545381621,-0.6478174818886375,-0.15314059244570646
-0.4173685605103636,-0.1993488633416731,-0.6478174818886375,-0.6795843212657995
0.04921802267018165,-0.08896362285657536,-0.22914798835785583,-0.4429285460892392
-1.4436974992327127,-0.5350226658216364,0.27230584440208644,-0.15314059244570646
-0.46852108295774486,-0.9815306514623914,-0.638272163982407,-0.35936430796429275
0.35024801833416286,-0.5999308855262647,-1.3979400086720375,-0.3615489211432674
-2.0,-0.996855545381621,0.7160033436347992,-0.35936430796429275
0.7267272090265723,0.4976609415969796,-0.42021640338318983,-0.9781526872792611
-0.026872146400301365,-0.2566115935746812,0.13987908640123647,-0.3127687207591997
-2.0,-0.5350226658216364,0.5276299008713387,-0.35936430796429275
0.589391023136933,0.11096841744944852,-0.7328282715969862,-1.1583563266944645
0.21748394421390627,-0.0802634541968533,-0.7304870557820837,0.12422491759462886
0.39269695325966575,-0.33461555931387005,-1.5228787452803376,-0.7830462911810199
-0.3990271043132517,-0.33461555931387005,-0.8927900303521317,-0.6331983400521082
-0.8860566476931632,-0.18252383272545333,-0.1804560644581313,-0.15314059244570646
-0.431798275933005,-0.3143168767030333,-0.958607314841775,-0.4429473943782723
-0.05848856736559697,-0.455396102769304,-1.1870866433571443,-0.35936430796429275
